00001 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00005 ; 00000 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.0970 ; 00.0000 ; 00.0970 ; 00.0000 
00002 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00005 ; 00001 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.1450 ; 00.0000 ; 00.1450 ; 00.0000 
00003 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00005 ; 00002 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.6900 ; 00.0000 ; 00.6900 ; 00.0000 
00004 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00005 ; 00003 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.4130 ; 00.0000 ; 00.4130 ; 00.0000 
00005 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00010 ; 00000 ; 00.0500 ; 01.0000 ; 00.0952 ; 01.0000 ; 00.2000 ; 01.0000 ; 00.1710 ; 00.0000 ; 00.1710 ; 00.0000 
00006 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00010 ; 00001 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.2780 ; 00.0000 ; 00.2780 ; 00.0000 
00007 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00010 ; 00002 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 01.3530 ; 00.0000 ; 01.3530 ; 00.0000 
00008 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00010 ; 00003 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.7270 ; 00.0000 ; 00.7270 ; 00.0000 
00009 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00015 ; 00000 ; 00.0909 ; 01.0000 ; 00.1667 ; 00.5500 ; 01.0000 ; 03.0000 ; 00.2550 ; 00.0000 ; 00.2550 ; 00.0000 
00010 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00015 ; 00001 ; 00.0500 ; 01.0000 ; 00.0952 ; 01.0000 ; 00.5000 ; 02.0000 ; 00.4240 ; 00.0000 ; 00.4240 ; 00.0000 
00011 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00015 ; 00002 ; 00.0500 ; 01.0000 ; 00.0952 ; 01.0000 ; 00.1000 ; 01.0000 ; 02.0030 ; 00.0000 ; 02.0030 ; 00.0000 
00012 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00015 ; 00003 ; 00.1000 ; 01.0000 ; 00.1818 ; 01.0000 ; 00.1250 ; 01.0000 ; 01.0710 ; 00.0000 ; 01.0710 ; 00.0000 
00013 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00020 ; 00000 ; 00.5000 ; 01.0000 ; 00.6667 ; 00.1000 ; 01.0000 ; 05.0000 ; 00.3180 ; 00.0000 ; 00.3180 ; 00.0000 
00014 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00020 ; 00001 ; 00.2000 ; 01.0000 ; 00.3333 ; 00.2500 ; 01.0000 ; 03.0000 ; 00.5640 ; 00.0000 ; 00.5640 ; 00.0000 
00015 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00020 ; 00002 ; 00.0588 ; 01.0000 ; 00.1111 ; 00.8500 ; 01.0000 ; 03.0000 ; 02.6980 ; 00.0000 ; 02.6980 ; 00.0000 
00016 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00020 ; 00003 ; 00.0769 ; 01.0000 ; 00.1429 ; 00.6500 ; 01.0000 ; 03.0000 ; 01.3900 ; 00.0000 ; 01.3900 ; 00.0000 
00017 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00025 ; 00000 ; 01.0000 ; 01.0000 ; 01.0000 ; 00.0500 ; 01.0000 ; 09.0000 ; 00.3990 ; 00.0000 ; 00.3990 ; 00.0000 
00018 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00025 ; 00001 ; 00.3333 ; 01.0000 ; 00.5000 ; 00.1500 ; 01.0000 ; 05.0000 ; 00.7000 ; 00.0000 ; 00.7000 ; 00.0000 
00019 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00025 ; 00002 ; 00.1111 ; 01.0000 ; 00.2000 ; 00.4500 ; 01.0000 ; 05.0000 ; 03.3200 ; 00.0000 ; 03.3200 ; 00.0000 
00020 ; Precision Experiment ; BAR000072ndsFarewellToAberdeen ; 00000 ; 00090 ; 00020 ; 00025 ; 00003 ; 00.1667 ; 01.0000 ; 00.2857 ; 00.3000 ; 01.0000 ; 05.0000 ; 01.7210 ; 00.0000 ; 01.7210 ; 00.0000 
