00001 ; RandomExperiment ; Random536 ; 00000 ; 00000 ; 00005 ; 00005 ; 00000 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.0920 ; 00.0030 ; 00.0890 ; 00.0000 
00002 ; RandomExperiment ; Random536 ; 00000 ; 00000 ; 00005 ; 00005 ; 00001 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.1460 ; 00.0030 ; 00.1430 ; 00.0000 
00003 ; RandomExperiment ; Random536 ; 00000 ; 00000 ; 00005 ; 00005 ; 00002 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.7170 ; 00.0030 ; 00.7140 ; 00.0000 
00004 ; RandomExperiment ; Random536 ; 00000 ; 00000 ; 00005 ; 00005 ; 00003 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.4960 ; 00.0030 ; 00.4930 ; 00.0000 
00005 ; RandomExperiment ; Random159 ; 00000 ; 00000 ; 00005 ; 00005 ; 00000 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.0870 ; 00.0030 ; 00.0840 ; 00.0000 
00006 ; RandomExperiment ; Random159 ; 00000 ; 00000 ; 00005 ; 00005 ; 00001 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.1500 ; 00.0060 ; 00.1440 ; 00.0000 
00007 ; RandomExperiment ; Random159 ; 00000 ; 00000 ; 00005 ; 00005 ; 00002 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.7460 ; 00.0030 ; 00.7430 ; 00.0000 
00008 ; RandomExperiment ; Random159 ; 00000 ; 00000 ; 00005 ; 00005 ; 00003 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.3580 ; 00.0030 ; 00.3550 ; 00.0000 
00009 ; RandomExperiment ; Random509 ; 00000 ; 00000 ; 00005 ; 00005 ; 00000 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.1000 ; 00.0030 ; 00.0970 ; 00.0000 
00010 ; RandomExperiment ; Random509 ; 00000 ; 00000 ; 00005 ; 00005 ; 00001 ; 00.0000 ; 00.0000 ; 00.0000 ; 01.0000 ; 00.0000 ; 00.0000 ; 00.1530 ; 00.0030 ; 00.1500 ; 00.0000 
